2019-05-14 08:52:53,245 DEBUG [SpringJUnit4ClassRunner]  - SpringJUnit4ClassRunner constructor called with [class pl.tau.boardgame.service.FigureManagerTest]
2019-05-14 08:52:56,749 DEBUG [Loader]  - Result set row: 4
2019-05-14 08:52:56,749 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#272]
2019-05-14 08:52:56,749 DEBUG [Loader]  - Result set row: 5
2019-05-14 08:52:56,749 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#277]
2019-05-14 08:52:56,749 DEBUG [Loader]  - Result set row: 6
2019-05-14 08:52:56,749 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#282]
2019-05-14 08:52:56,749 DEBUG [Loader]  - Result set row: 7
2019-05-14 08:52:56,749 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#287]
2019-05-14 08:52:56,749 DEBUG [Loader]  - Result set row: 8
2019-05-14 08:52:56,749 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#292]
2019-05-14 08:52:56,749 DEBUG [Loader]  - Result set row: 9
2019-05-14 08:52:56,749 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#297]
2019-05-14 08:52:56,749 DEBUG [Loader]  - Result set row: 10
2019-05-14 08:52:56,749 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#302]
2019-05-14 08:52:56,749 DEBUG [Loader]  - Result set row: 11
2019-05-14 08:52:56,749 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#307]
2019-05-14 08:52:56,750 DEBUG [Loader]  - Result set row: 12
2019-05-14 08:52:56,750 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#312]
2019-05-14 08:52:56,750 DEBUG [Loader]  - Result set row: 13
2019-05-14 08:52:56,750 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#317]
2019-05-14 08:52:56,750 DEBUG [Loader]  - Result set row: 14
2019-05-14 08:52:56,750 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#322]
2019-05-14 08:52:56,750 DEBUG [Loader]  - Result set row: 15
2019-05-14 08:52:56,750 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#327]
2019-05-14 08:52:56,750 DEBUG [Loader]  - Result set row: 16
2019-05-14 08:52:56,750 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#332]
2019-05-14 08:52:56,750 DEBUG [Loader]  - Result set row: 17
2019-05-14 08:52:56,750 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#337]
2019-05-14 08:52:56,750 DEBUG [Loader]  - Result set row: 18
2019-05-14 08:52:56,750 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#342]
2019-05-14 08:52:56,750 DEBUG [Loader]  - Result set row: 19
2019-05-14 08:52:56,750 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#347]
2019-05-14 08:52:56,750 DEBUG [Loader]  - Result set row: 20
2019-05-14 08:52:56,750 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#352]
2019-05-14 08:52:56,750 DEBUG [Loader]  - Result set row: 21
2019-05-14 08:52:56,750 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#357]
2019-05-14 08:52:56,750 DEBUG [Loader]  - Result set row: 22
2019-05-14 08:52:56,750 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#362]
2019-05-14 08:52:56,750 DEBUG [Loader]  - Result set row: 23
2019-05-14 08:52:56,750 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#367]
2019-05-14 08:52:56,750 DEBUG [Loader]  - Result set row: 24
2019-05-14 08:52:56,750 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#372]
2019-05-14 08:52:56,750 DEBUG [Loader]  - Result set row: 25
2019-05-14 08:52:56,750 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#377]
2019-05-14 08:52:56,750 DEBUG [Loader]  - Result set row: 26
2019-05-14 08:52:56,750 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#382]
2019-05-14 08:52:56,750 DEBUG [Loader]  - Result set row: 27
2019-05-14 08:52:56,750 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#387]
2019-05-14 08:52:56,750 DEBUG [Loader]  - Result set row: 28
2019-05-14 08:52:56,750 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#392]
2019-05-14 08:52:56,750 DEBUG [Loader]  - Result set row: 29
2019-05-14 08:52:56,750 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#397]
2019-05-14 08:52:56,750 DEBUG [Loader]  - Result set row: 30
2019-05-14 08:52:56,750 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#402]
2019-05-14 08:52:56,750 DEBUG [Loader]  - Result set row: 31
2019-05-14 08:52:56,750 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#407]
2019-05-14 08:52:56,750 DEBUG [Loader]  - Result set row: 32
2019-05-14 08:52:56,751 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#417]
2019-05-14 08:52:56,751 DEBUG [Loader]  - Result set row: 33
2019-05-14 08:52:56,751 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#422]
2019-05-14 08:52:56,751 DEBUG [Loader]  - Result set row: 34
2019-05-14 08:52:56,751 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#427]
2019-05-14 08:52:56,751 DEBUG [Loader]  - Result set row: 35
2019-05-14 08:52:56,751 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#432]
2019-05-14 08:52:56,751 DEBUG [Loader]  - Result set row: 36
2019-05-14 08:52:56,751 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#437]
2019-05-14 08:52:56,751 DEBUG [Loader]  - Result set row: 37
2019-05-14 08:52:56,751 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#442]
2019-05-14 08:52:56,751 DEBUG [Loader]  - Result set row: 38
2019-05-14 08:52:56,751 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#447]
2019-05-14 08:52:56,751 DEBUG [Loader]  - Result set row: 39
2019-05-14 08:52:56,751 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#452]
2019-05-14 08:52:56,751 DEBUG [Loader]  - Result set row: 40
2019-05-14 08:52:56,751 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#457]
2019-05-14 08:52:56,751 DEBUG [Loader]  - Result set row: 41
2019-05-14 08:52:56,751 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#467]
2019-05-14 08:52:56,751 DEBUG [Loader]  - Result set row: 42
2019-05-14 08:52:56,751 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#472]
2019-05-14 08:52:56,751 DEBUG [Loader]  - Result set row: 43
2019-05-14 08:52:56,751 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#477]
2019-05-14 08:52:56,751 DEBUG [Loader]  - Result set row: 44
2019-05-14 08:52:56,751 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#482]
2019-05-14 08:52:56,751 DEBUG [Loader]  - Result set row: 45
2019-05-14 08:52:56,751 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#487]
2019-05-14 08:52:56,751 DEBUG [Loader]  - Result set row: 46
2019-05-14 08:52:56,751 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#492]
2019-05-14 08:52:56,751 DEBUG [Loader]  - Result set row: 47
2019-05-14 08:52:56,751 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#497]
2019-05-14 08:52:56,751 DEBUG [Loader]  - Result set row: 48
2019-05-14 08:52:56,751 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#502]
2019-05-14 08:52:56,751 DEBUG [Loader]  - Result set row: 49
2019-05-14 08:52:56,751 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#507]
2019-05-14 08:52:56,751 DEBUG [Loader]  - Result set row: 50
2019-05-14 08:52:56,751 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#517]
2019-05-14 08:52:56,751 DEBUG [Loader]  - Result set row: 51
2019-05-14 08:52:56,751 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#522]
2019-05-14 08:52:56,751 DEBUG [Loader]  - Result set row: 52
2019-05-14 08:52:56,751 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#527]
2019-05-14 08:52:56,751 DEBUG [Loader]  - Result set row: 53
2019-05-14 08:52:56,751 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#532]
2019-05-14 08:52:56,751 DEBUG [Loader]  - Result set row: 54
2019-05-14 08:52:56,751 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#537]
2019-05-14 08:52:56,751 DEBUG [Loader]  - Result set row: 55
2019-05-14 08:52:56,751 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#542]
2019-05-14 08:52:56,751 DEBUG [Loader]  - Result set row: 56
2019-05-14 08:52:56,751 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#547]
2019-05-14 08:52:56,751 DEBUG [Loader]  - Result set row: 57
2019-05-14 08:52:56,751 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#552]
2019-05-14 08:52:56,751 DEBUG [Loader]  - Result set row: 58
2019-05-14 08:52:56,751 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#557]
2019-05-14 08:52:56,752 DEBUG [Loader]  - Result set row: 59
2019-05-14 08:52:56,752 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#562]
2019-05-14 08:52:56,752 DEBUG [Loader]  - Result set row: 60
2019-05-14 08:52:56,752 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#572]
2019-05-14 08:52:56,752 DEBUG [Loader]  - Result set row: 61
2019-05-14 08:52:56,752 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#577]
2019-05-14 08:52:56,752 DEBUG [Loader]  - Result set row: 62
2019-05-14 08:52:56,752 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#582]
2019-05-14 08:52:56,752 DEBUG [Loader]  - Result set row: 63
2019-05-14 08:52:56,752 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#587]
2019-05-14 08:52:56,752 DEBUG [Loader]  - Result set row: 64
2019-05-14 08:52:56,752 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#592]
2019-05-14 08:52:56,752 DEBUG [Loader]  - Result set row: 65
2019-05-14 08:52:56,752 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#597]
2019-05-14 08:52:56,752 DEBUG [Loader]  - Result set row: 66
2019-05-14 08:52:56,752 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#602]
2019-05-14 08:52:56,752 DEBUG [Loader]  - Result set row: 67
2019-05-14 08:52:56,752 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#607]
2019-05-14 08:52:56,752 DEBUG [Loader]  - Result set row: 68
2019-05-14 08:52:56,752 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#612]
2019-05-14 08:52:56,752 DEBUG [Loader]  - Result set row: 69
2019-05-14 08:52:56,752 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#622]
2019-05-14 08:52:56,752 DEBUG [Loader]  - Result set row: 70
2019-05-14 08:52:56,752 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#627]
2019-05-14 08:52:56,752 DEBUG [Loader]  - Result set row: 71
2019-05-14 08:52:56,752 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#632]
2019-05-14 08:52:56,752 DEBUG [TwoPhaseLoad]  - Resolving associations for [pl.tau.boardgame.domain.Figure#252]
2019-05-14 08:52:56,752 DEBUG [TwoPhaseLoad]  - Done materializing entity [pl.tau.boardgame.domain.Figure#252]
2019-05-14 08:52:56,752 DEBUG [TwoPhaseLoad]  - Resolving associations for [pl.tau.boardgame.domain.Figure#257]
2019-05-14 08:52:56,752 DEBUG [TwoPhaseLoad]  - Done materializing entity [pl.tau.boardgame.domain.Figure#257]
2019-05-14 08:52:56,752 DEBUG [TwoPhaseLoad]  - Resolving associations for [pl.tau.boardgame.domain.Figure#262]
2019-05-14 08:52:56,752 DEBUG [TwoPhaseLoad]  - Done materializing entity [pl.tau.boardgame.domain.Figure#262]
2019-05-14 08:52:56,752 DEBUG [TwoPhaseLoad]  - Resolving associations for [pl.tau.boardgame.domain.Figure#267]
2019-05-14 08:52:56,752 DEBUG [TwoPhaseLoad]  - Done materializing entity [pl.tau.boardgame.domain.Figure#267]
2019-05-14 08:52:56,752 DEBUG [TwoPhaseLoad]  - Resolving associations for [pl.tau.boardgame.domain.Figure#272]
2019-05-14 08:52:56,752 DEBUG [TwoPhaseLoad]  - Done materializing entity [pl.tau.boardgame.domain.Figure#272]
2019-05-14 08:52:56,752 DEBUG [TwoPhaseLoad]  - Resolving associations for [pl.tau.boardgame.domain.Figure#277]
2019-05-14 08:52:56,752 DEBUG [TwoPhaseLoad]  - Done materializing entity [pl.tau.boardgame.domain.Figure#277]
2019-05-14 08:52:56,752 DEBUG [TwoPhaseLoad]  - Resolving associations for [pl.tau.boardgame.domain.Figure#282]
2019-05-14 08:52:56,752 DEBUG [TwoPhaseLoad]  - Done materializing entity [pl.tau.boardgame.domain.Figure#282]
2019-05-14 08:52:56,752 DEBUG [TwoPhaseLoad]  - Resolving associations for [pl.tau.boardgame.domain.Figure#287]
2019-05-14 08:52:56,752 DEBUG [TwoPhaseLoad]  - Done materializing entity [pl.tau.boardgame.domain.Figure#287]
2019-05-14 08:52:56,752 DEBUG [TwoPhaseLoad]  - Resolving associations for [pl.tau.boardgame.domain.Figure#292]
2019-05-14 08:52:56,752 DEBUG [TwoPhaseLoad]  - Done materializing entity [pl.tau.boardgame.domain.Figure#292]
2019-05-14 08:52:56,752 DEBUG [TwoPhaseLoad]  - Resolving associations for [pl.tau.boardgame.domain.Figure#297]
2019-05-14 08:52:56,752 DEBUG [TwoPhaseLoad]  - Done materializing entity [pl.tau.boardgame.domain.Figure#297]
2019-05-14 08:52:56,752 DEBUG [TwoPhaseLoad]  - Resolving associations for [pl.tau.boardgame.domain.Figure#302]
2019-05-14 08:52:56,752 DEBUG [TwoPhaseLoad]  - Done materializing entity [pl.tau.boardgame.domain.Figure#302]
2019-05-14 08:52:56,752 DEBUG [TwoPhaseLoad]  - Resolving associations for [pl.tau.boardgame.domain.Figure#307]
2019-05-14 08:52:56,753 DEBUG [TwoPhaseLoad]  - Done materializing entity [pl.tau.boardgame.domain.Figure#307]
2019-05-14 08:52:56,753 DEBUG [TwoPhaseLoad]  - Resolving associations for [pl.tau.boardgame.domain.Figure#312]
2019-05-14 08:52:56,753 DEBUG [TwoPhaseLoad]  - Done materializing entity [pl.tau.boardgame.domain.Figure#312]
2019-05-14 08:52:56,753 DEBUG [TwoPhaseLoad]  - Resolving associations for [pl.tau.boardgame.domain.Figure#317]
2019-05-14 08:52:56,753 DEBUG [TwoPhaseLoad]  - Done materializing entity [pl.tau.boardgame.domain.Figure#317]
2019-05-14 08:52:56,753 DEBUG [TwoPhaseLoad]  - Resolving associations for [pl.tau.boardgame.domain.Figure#322]
2019-05-14 08:52:56,753 DEBUG [TwoPhaseLoad]  - Done materializing entity [pl.tau.boardgame.domain.Figure#322]
2019-05-14 08:52:56,753 DEBUG [TwoPhaseLoad]  - Resolving associations for [pl.tau.boardgame.domain.Figure#327]
2019-05-14 08:52:56,753 DEBUG [TwoPhaseLoad]  - Done materializing entity [pl.tau.boardgame.domain.Figure#327]
2019-05-14 08:52:56,753 DEBUG [TwoPhaseLoad]  - Resolving associations for [pl.tau.boardgame.domain.Figure#332]
2019-05-14 08:52:56,753 DEBUG [TwoPhaseLoad]  - Done materializing entity [pl.tau.boardgame.domain.Figure#332]
2019-05-14 08:52:56,753 DEBUG [TwoPhaseLoad]  - Resolving associations for [pl.tau.boardgame.domain.Figure#337]
2019-05-14 08:52:56,753 DEBUG [TwoPhaseLoad]  - Done materializing entity [pl.tau.boardgame.domain.Figure#337]
2019-05-14 08:52:56,753 DEBUG [TwoPhaseLoad]  - Resolving associations for [pl.tau.boardgame.domain.Figure#342]
2019-05-14 08:52:56,753 DEBUG [TwoPhaseLoad]  - Done materializing entity [pl.tau.boardgame.domain.Figure#342]
2019-05-14 08:52:56,753 DEBUG [TwoPhaseLoad]  - Resolving associations for [pl.tau.boardgame.domain.Figure#347]
2019-05-14 08:52:56,753 DEBUG [TwoPhaseLoad]  - Done materializing entity [pl.tau.boardgame.domain.Figure#347]
2019-05-14 08:52:56,753 DEBUG [TwoPhaseLoad]  - Resolving associations for [pl.tau.boardgame.domain.Figure#352]
2019-05-14 08:52:56,753 DEBUG [TwoPhaseLoad]  - Done materializing entity [pl.tau.boardgame.domain.Figure#352]
2019-05-14 08:52:56,753 DEBUG [TwoPhaseLoad]  - Resolving associations for [pl.tau.boardgame.domain.Figure#357]
2019-05-14 08:52:56,753 DEBUG [TwoPhaseLoad]  - Done materializing entity [pl.tau.boardgame.domain.Figure#357]
2019-05-14 08:52:56,753 DEBUG [TwoPhaseLoad]  - Resolving associations for [pl.tau.boardgame.domain.Figure#362]
2019-05-14 08:52:56,753 DEBUG [TwoPhaseLoad]  - Done materializing entity [pl.tau.boardgame.domain.Figure#362]
2019-05-14 08:52:56,753 DEBUG [TwoPhaseLoad]  - Resolving associations for [pl.tau.boardgame.domain.Figure#367]
2019-05-14 08:52:56,753 DEBUG [TwoPhaseLoad]  - Done materializing entity [pl.tau.boardgame.domain.Figure#367]
2019-05-14 08:52:56,753 DEBUG [TwoPhaseLoad]  - Resolving associations for [pl.tau.boardgame.domain.Figure#372]
2019-05-14 08:52:56,753 DEBUG [TwoPhaseLoad]  - Done materializing entity [pl.tau.boardgame.domain.Figure#372]
2019-05-14 08:52:56,753 DEBUG [TwoPhaseLoad]  - Resolving associations for [pl.tau.boardgame.domain.Figure#377]
2019-05-14 08:52:56,753 DEBUG [TwoPhaseLoad]  - Done materializing entity [pl.tau.boardgame.domain.Figure#377]
2019-05-14 08:52:56,753 DEBUG [TwoPhaseLoad]  - Resolving associations for [pl.tau.boardgame.domain.Figure#382]
2019-05-14 08:52:56,753 DEBUG [TwoPhaseLoad]  - Done materializing entity [pl.tau.boardgame.domain.Figure#382]
